name,id
Peter Fox,d3f2e06d-7a19-43ef-8d67-75cbac8874eb
Peter Fox MS,d3f2e06d-7a19-43ef-8d67-75cbac8874eb
Peter Law,41f3ccfe-4a3c-4dc2-b431-1d57525a011e
Peter Rogers,1a476b4a-e16c-4ad1-8e02-4bee53922c26
Phil Williams,fdb3be97-0bf8-4a04-ba1e-67b67508a29d
Rebecca Evans,d8d0d9d8-622e-43b7-b6bd-ab3fa2b69240
Rebecca Evans MS,d8d0d9d8-622e-43b7-b6bd-ab3fa2b69240
Rhianon Passmore,9ae99e20-a86b-491b-9221-605b75823ea3
Rhianon Passmore MS,9ae99e20-a86b-491b-9221-605b75823ea3
Rhodri Glyn Thomas,9420a457-ab04-4761-937d-94fbd4db07ad
Rhodri Morgan,8b68531a-c67a-428d-b222-4122b73540c3
Rhun ap Iorwerth,9f3b8097-9c07-4039-a798-92e370f7398e
Rhun ap Iorwerth MS,9f3b8097-9c07-4039-a798-92e370f7398e
Rhys ab Owen,5966b5c2-0458-4b98-ba2b-4da38492debf
Rhys ab Owen MS,5966b5c2-0458-4b98-ba2b-4da38492debf
Richard Edwards,15bb7f3b-f338-4e52-b7f5-b6bf83acc9ba
Rod Richards,3ccb61c0-9fc5-4aff-8ad2-a410356fefd9
Ron Davies,f09ed750-0615-4c39-b9d3-834b1667458a
Rosemary Butler,be9c1984-6f08-4a97-8ea6-e82af4daf909
Rt. Hon. Elin Jones MS,22f2adad-3eca-4e5d-a946-7bea3174ef29
Russell George,6f685ab7-551f-4512-a0d0-284cd6fac2ea
Russell George MS,6f685ab7-551f-4512-a0d0-284cd6fac2ea
Sam Rowlands,541a25f6-517f-464c-81b7-cc53742f4662
Sam Rowlands MS,541a25f6-517f-464c-81b7-cc53742f4662
Samuel Kurtz,304f1922-32ed-46ae-85c9-5e0d6e40dc13
Samuel Kurtz MS,304f1922-32ed-46ae-85c9-5e0d6e40dc13
Sandy Mewies,e3c7ea13-5a78-4ae5-9011-00665ad5f287
Sarah Murphy,263f4627-70d7-42bd-bf5e-d7f3215030fb
Sarah Murphy MS,263f4627-70d7-42bd-bf5e-d7f3215030fb
Sarah Murphyová,263f4627-70d7-42bd-bf5e-d7f3215030fb
Sian Gwenllian,aa8593bb-b92c-44ab-9c01-3cf894c00624
Simon Thomas,c5f3e87c-b887-4915-866f-9766395faeb2
Sioned Williams,f9f92bae-8e67-4805-a284-5aac261614f0
Sioned Williams MS,f9f92bae-8e67-4805-a284-5aac261614f0
Siân Gwenllian,aa8593bb-b92c-44ab-9c01-3cf894c00624
Siân Gwenllian MS,aa8593bb-b92c-44ab-9c01-3cf894c00624
Steffan Lewis,123c8000-7bab-4592-ba9c-d931f508bbe4
Sue Essex,b06091db-f667-41a7-900f-b182a75b378e
Suzy Davies,e6403b1e-20a2-4638-9682-26672a08ba3c
Tamsin Dunwoody,189e7266-223b-4566-b56a-d0f53938e71f
Tom Giffard,22390164-fed9-4e40-9ef1-c08acff921cb
Tom Giffard MS,22390164-fed9-4e40-9ef1-c08acff921cb
Tom Middlehurst,f323b07e-4ec0-4b25-8eaa-10995b0633a6
Trish Law,737b92db-0024-4135-961f-bcf7df065b18
Val Feld,0ae770a5-d3b3-43a2-966c-2a46e0824e97
Val Lloyd,4a3349d1-0052-4cff-a644-ae3d7fd528e0
Valerie Lloyd,4a3349d1-0052-4cff-a644-ae3d7fd528e0
Vaughan Gething,371d720b-33dc-4efe-ba22-6cb4999f1ffc
Vaughan Gething MS,371d720b-33dc-4efe-ba22-6cb4999f1ffc
Veronica German,276f532f-140b-43f9-82c1-8199ca68608e
Vikki Howells,04bc51aa-6851-4636-8706-d3b7090c4643
Vikki Howells MS,04bc51aa-6851-4636-8706-d3b7090c4643
William Graham,bc7485cd-50bc-4d86-ba9f-c1edd6718907
William Powell,ebf1159e-c448-451a-b0da-0e7795c2dde8
Κάρουϊν Τζόουνς,97bdfa57-6798-4098-a8f4-77e823837313
Μαρκ Ντρέικφορντ,7c8ff158-c8b9-4d53-8b7b-0b368a709949
Νιλ Χάμιλτον,add634e1-5bf2-4d5f-9b5a-d539644f2354
Адам Прайс,e5da3a6e-7fe7-4325-b936-325a44babca8
Алан Дейвис,6b1fa908-a30b-4e5a-ae0a-4934ac55df54
Алан Кернс,92ad6d2f-14cb-4ae8-88e8-a749604f0aa6
Алан Кэрнс,92ad6d2f-14cb-4ae8-88e8-a749604f0aa6
Алан Майкл,91dbd70b-defd-4e2b-8ff3-f86a470c9c73
Алед Робертс,b55563e0-21f5-4eed-9547-8795a4a59e92
Анжела Бёрнс,9567b3cb-2a07-4857-bdb6-3a98cfacf8c6
Байрон Дэвис,b475e63b-2dc7-4faf-902d-fa73bd1ae693
Брайан Гиббонс,a7ff1985-8c81-49de-9913-8a05f0472293
Брайан Хэнкок,c2c80085-d7a9-4f9c-91e7-7066a0033ae9
Валери Ллойд,4a3349d1-0052-4cff-a644-ae3d7fd528e0
Вон Гетинг,371d720b-33dc-4efe-ba22-6cb4999f1ffc
Гарет Беннетт,127306dd-d8a1-4c39-97b6-c5bf5c7dd28e
Гарет Джонс,3e56dafe-012b-44cc-a187-bba29b13424f
Джанет Дейвис,16101197-8c77-47be-96fc-9532eefbdf13
Джанет Хаворт,84ccdb94-326a-4676-8a42-7139065fb80e
Джейн Дэвидсон,ffa299a9-a58a-4e4f-a4bb-15556e482e60
Дженис Грегори,adc63ba5-18f1-4b28-b8ef-5a7fb7a6b406
Джереми Майлз,4656e912-817a-4814-91fa-d63cc963303a
Джойс Уотсон,4874f776-d3de-47e6-a7c6-310d6094ce1a
Джон Марек,4afb494e-e3af-4fec-aa9a-3a33010be459
Джонатан Морган,df99ca73-0060-4c05-8937-967854ef90c0
Джули Джеймс,62bb8346-df8f-44b4-bac3-b0fc3ebe4b9c
Дэвид Дейвис,cd63917b-cab8-436f-b851-eae0a90fdd86
Дэвид Джонс,225e3eb0-2fbc-412c-84e9-8fd43ff3bf15
Дэвид Ллойд,fd4c0700-b9fe-4b1e-91a7-46b67fe3b9df
Жоселин Дэвис,31adc697-9e5c-48f0-bee6-c7d3b8c1b8a0
Ирен Джеймс,5b4ef980-1534-4f75-b02f-8990fb6d8dc3
Карвін Джонс,97bdfa57-6798-4098-a8f4-77e823837313
Карен Синклер,7c90f1c2-5a6d-4289-9dd8-af65667b5d87
Каролин Джонс,3d912847-69b6-4f42-821c-0ef2edc78aed
Каруин Джонс,97bdfa57-6798-4098-a8f4-77e823837313
Кит Дэвис,f22fbc6f-893e-4810-8fdb-bdc80d0e38c0
Крис Франкс,17a29d6d-5a6b-4cfe-9058-ad03f66b319e
Кристине Чапман,110f41fd-6ecd-4d37-8894-7d7451f823c7
Кэтрин Томас,7902f9fe-79da-469a-9a82-b7145a9d5b2d
Ли Уотерс,34594394-8bb7-47b9-9679-f4c984e76ec9
Лианн Вуд,247536cc-f93c-4eb6-81df-4ed15e7a75f3
Лоррейн Барретт,add89dc6-8f9d-4f38-8329-8963c6598e80
Марк Дрейкфорд,7c8ff158-c8b9-4d53-8b7b-0b368a709949
Марк Дрејкфорд,7c8ff158-c8b9-4d53-8b7b-0b368a709949
Мик Бейтс,295ba251-05e3-4b59-98c0-b761f4dd0db2
Мишель Браун,fd91a991-b76f-4094-bf57-b49c60b797fb
Мэнди Джонс,7416afa6-81d8-40a7-b95e-249dae69997e
Мік Антонів,bb5b9df3-9e91-4a73-87be-22788ebe01cb
Наташа Асгар,8955cf76-ec15-48d2-a31d-8a0932d1569a
Ник Рамсей,d42eb5d3-caae-437e-ac53-a33eb6a11ee6
Нил Хэмилтон,add634e1-5bf2-4d5f-9b5a-d539644f2354
Петер Блэк,77cd0ece-0e26-4498-9a60-c6d2ea3973a3
Питер Лоу,41f3ccfe-4a3c-4dc2-b431-1d57525a011e
Питер Роджерс,1a476b4a-e16c-4ad1-8e02-4bee53922c26
Пол Дэвис,627b2521-6923-48b8-b2d4-48a673d1b824
Рассел Джордж,6f685ab7-551f-4512-a0d0-284cd6fac2ea
Ревекка Эванс,d8d0d9d8-622e-43b7-b6bd-ab3fa2b69240
Род Ричардс,3ccb61c0-9fc5-4aff-8ad2-a410356fefd9
Родри Морган,8b68531a-c67a-428d-b222-4122b73540c3
Родрі Морган,8b68531a-c67a-428d-b222-4122b73540c3
Розмари Батлер,be9c1984-6f08-4a97-8ea6-e82af4daf909
Рон Дэвис,f09ed750-0615-4c39-b9d3-834b1667458a
Саймон Томас,c5f3e87c-b887-4915-866f-9766395faeb2
Уильям Грэм,bc7485cd-50bc-4d86-ba9f-c1edd6718907
Уильям Пауэлл,ebf1159e-c448-451a-b0da-0e7795c2dde8
Фил Уильямс,fdb3be97-0bf8-4a04-ba1e-67b67508a29d
Хефин Дэвид,a042c8cb-a212-4615-ba9f-eccb9eedc4d4
Элеанор Бёрнем,ea732b4d-dc36-4f8e-98e4-a6e8660d5ea2
Элин Джонс,22f2adad-3eca-4e5d-a946-7bea3174ef29
Элюнед Морган,704a4db1-134c-4aa1-aab4-6b54338b5d66
Эндрю Дэвис,aca58088-331d-4a2b-a67e-cb039da371d4
Энн Джонс,0466dffe-1daa-404e-b17e-af90f8963ef8
Էդվինա Հարթ,52c8ed62-459c-4da6-874f-b527b3624e76
Ջեյն Էլիզաբեթ Հաթ,c51e3561-cacc-4d04-ac0b-49b4037e4969
Ռեբեկա Էվանս,d8d0d9d8-622e-43b7-b6bd-ab3fa2b69240
אלינד מורגן,704a4db1-134c-4aa1-aab4-6b54338b5d66
אלן פרד ג'ונס,c5fb67d9-dde7-40ae-8edc-3a107360adca
ג'רמי מיילס,4656e912-817a-4814-91fa-d63cc963303a
האנה בליית'ין,08254a5f-fd4a-4aa9-b404-5df06c854c71
וון גטינג,371d720b-33dc-4efe-ba22-6cb4999f1ffc
آدم برايس,e5da3a6e-7fe7-4325-b936-325a44babca8
آلون مايكل,91dbd70b-defd-4e2b-8ff3-f86a470c9c73
آن جونز,0466dffe-1daa-404e-b17e-af90f8963ef8
آنجلا برنز,9567b3cb-2a07-4857-bdb6-3a98cfacf8c6
ألون بف,384f69d2-8aa4-482c-b1a4-654180147e61
ألون ديفيز,6b1fa908-a30b-4e5a-ae0a-4934ac55df54
ألون فريد,c5fb67d9-dde7-40ae-8edc-3a107360adca
ألون كيرنز,92ad6d2f-14cb-4ae8-88e8-a749604f0aa6
أنجيلا بورنس,9567b3cb-2a07-4857-bdb6-3a98cfacf8c6
أندرو ديفيز,4e31d446-8dd5-405a-a37f-bab74e27b406
أندرو ديفيز,aca58088-331d-4a2b-a67e-cb039da371d4
أوين جون طوماس,53521645-fe71-4feb-9fee-421004376137
الون فريد,c5fb67d9-dde7-40ae-8edc-3a107360adca
الون كايرنس,92ad6d2f-14cb-4ae8-88e8-a749604f0aa6
انتوينيت ساندباتش,f85127cc-8e79-458c-a144-162203107a8a
اندرو دیویس,aca58088-331d-4a2b-a67e-cb039da371d4
ايلين جونز,22f2adad-3eca-4e5d-a946-7bea3174ef29
ايوان وين چونيس,52d4caab-a7c7-418a-856a-8b4caa349a96
بايرون ديفيز,b475e63b-2dc7-4faf-902d-fa73bd1ae693
برايان غيبونز,a7ff1985-8c81-49de-9913-8a05f0472293
برايان هانكوك,c2c80085-d7a9-4f9c-91e7-7066a0033ae9
برينلى ويليامز,1dada316-674b-41de-aa7e-ae320a0f85b1
بول ديفيز,627b2521-6923-48b8-b2d4-48a673d1b824
بيتر بلاك,77cd0ece-0e26-4498-9a60-c6d2ea3973a3
بيتر روجرز,1a476b4a-e16c-4ad1-8e02-4bee53922c26
بيتر لو,41f3ccfe-4a3c-4dc2-b431-1d57525a011e
جاناتان مورگان,df99ca73-0060-4c05-8937-967854ef90c0
جانيت ديفيز,16101197-8c77-47be-96fc-9532eefbdf13
جلين ديفيز,c2635c53-6d9a-49c3-ab99-72f0d08cd991
جولى مورجان,1d2c8e4c-6dd2-4991-99a9-6030ef37a879
جولي مورغان,1d2c8e4c-6dd2-4991-99a9-6030ef37a879
جولی مورگان,1d2c8e4c-6dd2-4991-99a9-6030ef37a879
جون غريفيثز,6479d91e-a46e-48c8-8345-09864655f76f
جون ماريك,4afb494e-e3af-4fec-aa9a-3a33010be459
جوناثان مورغان,df99ca73-0060-4c05-8937-967854ef90c0
جويندا توماس,d0439238-3e70-4428-a352-e3b17ce929fa
جيرانت ديفيز,b0f3674e-dae3-4fe7-8c04-5c7b9da35200
دارين ميلر,42e772e8-3d01-4dea-b0bc-5fc5ba641079
دافيد اليس توماس,1ee666d1-225f-4561-92da-cfcb94b91a6d
دافيد ويجلى,38dc8073-fcae-4194-ae77-4deb6fe228b1
دايفيد جونز,225e3eb0-2fbc-412c-84e9-8fd43ff3bf15
دايفيد ديفيز,cd63917b-cab8-436f-b851-eae0a90fdd86
دايفيد لويد,fd4c0700-b9fe-4b1e-91a7-46b67fe3b9df
دينيسي جونز,da6ef261-921b-477d-9e7c-84a0b06a4b69
دیوید جونز,225e3eb0-2fbc-412c-84e9-8fd43ff3bf15
